MatchID,StartingXI
631,"Odell Williams,Robert Compton,Frank Smith,Antonio Carver,Scott Rosenberg,Milton Tyler,Darin Pipkin,Jerry Leduc,Matthew Cabezas,Mike Smith,Raymond Davis"
631,"Patrick Ostlund,Bryon Pierce,Troy Duquette,David Marcum,Santiago Harvey,Michael Dew,Don Perry,Franklin Trent,Harris Turgeon,Manuel Poteat,David Case"
632,"David Bailey,John Shields,Alex Barrett,Hector Pena,Howard Harris,Jean Holm,Matthew Glowacki,Matthew Reid,Roland Austin,Mike Jones,Larry Velasquez"
632,"Russel Wells,Roger Rowan,William Kelly,Cameron Scales,Frank Singleton,Albert Roark,James Duncan,William Ward,Michael Allmon,Santos Darnell,Raymond Gonzalez"
633,"Everett Stringer,Lee Stewart,Bradley Manzano,Robert Tyler,Jeremy Miller,Lester Mouton,Joseph Dunn,Richard Messina,Willie Westbrook,Thomas McChristian,Robert Myles"
633,"Ernest Hartman,Stanley William,Brian Steffey,Craig Ingram,Cedric Penn,Dean Patel,Cody Cawley,William Torres,William Harpe,Luther Jeanlouis,William Noell"
634,"Paul Miller,Micheal Eskridge,Ronald Maas,James Beasley,Joseph Dykes,Fred Williams,Frederick Walker,Brian Blanchard,Michael Moore,Willie Cady,James Jones"
634,"Freddie Do,Darrel Behling,Walter Chapman,John Scott,Edward Brown,John Clark,Kieth Smith,Travis Jacob,Mario Gray,Edwin Rivera,Carl Dam"
635,"John Danner,Joe Morris,David Mares,Evan Grant,Albert Moss,Juan Jones,Terry Robinson,Leslie Lindsay,Steven Warren,Thurman Finley,Ralph Smith"
635,"Corey Cochran,Joshua Golden,Christopher Graves,John O'Neill,Kenneth Wheatley,Alfredo Mills,Dennis Johnson,Miguel Jones,Michael Joyce,Douglas Hastings,Ryan Pettit"
636,"John Krueger,David Summers,Ronald Garcia,John Hower,Kenneth Puckett,George Stein,Ricky Johnson,John Messier,William Abbott,Edward Horton,Allen Rodriguez"
636,"Jack Brady,Scott Stewart,Pasquale Dalton,Steve Ledesma,Marty Rodriguez,Walter Weber,Paul Steiner,Charles Elmer,Leland Crisp,Michael Houser,Alejandro Mickle"
637,"Shane Walter,William Flanagan,Henry Oakley,Kevin Smith,Alan Bacchus,David Crowley,Ted Figueroa,David Lapierre,Mark Grandstaff,George Webb,Oscar Depuy"
637,"Carl Keller,Thomas Morris,Joshua Swisher,Dustin White,Clayton Faust,Edward Harper,Michael Stark,Richard Young,Joan McCrary,Milton Coleman,Johnathan West"
638,"Robert Pratt,Adam McWhorter,Javier Sano,Rory Noga,Edwin Wallace,Nicholas Caulkins,Vincent Murphy,Gary Harris,Timmy Gonzalez,Matthew Spada,Robert Marcello"
638,"Emmanuel Cook,Ricardo Chapa,Mark McCulley,William Stephens,Steve Waldo,Henry Oldenburg,John Rich,Eugene Ayers,Homer Lott,Jim Barnes,Gary Mitchell"
639,"Brent Wiley,Shawn Carr,Vincent Viera,Kirby Radford,Steven Taylor,Byron Riddick,David Ehrlich,Gregory Case,Gary Levine,Vincent Gore,Terry Dangelo"
639,"Cornell Bartels,Arthur Sprague,John Howard,Robt Mendez,William Tate,John Hernandez,Anthony Courtney,William Padgett,James Barnes,Stuart Allen,Reginald Fuller"
640,"Maurice Troutman,David Bryer,Matthew Cook,Randall Wilson,Barry Wagner,Richard Luckett,Laverne Monaghan,Jonah Ruffin,Owen Roussel,Kenneth Morado,Vincent Ray"
640,"Robert Jones,Jeffrey Smith,Omar Thomas,Cecil Harris,Jesus Sharp,Ralph Poole,Frank Smith,Brett Kalinowski,Simon Fetters,Christopher Jimison,Keith Harton"
641,"Michael Smith,Robert Graves,Rodney Drake,James Alvarez,Andrew Berry,Earl White,Chad Gillam,William Griffith,Frank McCullough,Paul Lawson,Billy Colon"
641,"Michael Tack,Nicholas Houston,Richard Basso,Harry Webb,Dewey White,Jimmy Jordan,William Adams,Johnathon Schmidt,William Alexander,James Tompkins,George Rodriguez"
642,"Seth Fray,Eugene Whitacre,Jack Floyd,Jose Vega,Ronnie Jacob,Charles Gordon,James Edwards,Michael McDaniel,Donald Morgan,Robin Sellers,Eric Coyne"
642,"James Mullen,Alfred Edwards,Joseph Bowman,Adam Johnson,Michael Markham,Earl Cook,Amos Wilson,William Morris,Jeffery Cost,Elmer Barfield,Anthony Lee"
643,"Daniel Enriquez,Philip Maldonado,Luis Lewis,Donald Talley,Gary Nichols,Johnathon Bickham,Jason Urban,Richard Gutierrez,Michael Yang,Scott Jones,Gary Owens"
643,"Ernest Carlson,Craig Saleem,Brandon Bartlett,Terry Perkins,Glenn Stewart,John McIntyre,Reynaldo Hawkins,Matthew Harris,Ricardo Williams,Steven Patel,Terry Hill"
644,"Stephen Sallee,David Larson,Greg Cooper,David Kopec,Jeff Contreras,Wendell Marcotte,Josh Fritz,George Oakes,Elmer Hancock,Edgar Gunter,Johnny Parker"
644,"Robert Pitts,Henry Houle,Daniel Phillips,Sonny Lydon,Jack Knapp,Harry Pope,Irwin Rideout,Jesse Geer,Anthony Hartwell,Gregory Splawn,Ronald Benson"
645,"Jeffrey Maxwell,Scott Rosenberg,William Tseng,Carl Sterling,Antonio Carver,Vincent Woodby,Herb Escobar,Robert Watson,David Hartman,Mike Smith,Raymond Davis"
645,"Maurice Troutman,Robert Mendez,Thomas Bonner,Gabriel Barnett,Emil Hollins,Douglas Shepherd,Thomas McGowan,Richard Luckett,Owen Roussel,Kenneth Morado,James Savage"
646,"Michael Smith,Robert Graves,Rodney Drake,James Alvarez,Kevin Hershey,Ray Brown,Andrew Berry,Chad Gillam,David Phillips,Chris Blough,Howard Maynard"
646,"Brent Wiley,Shawn Carr,Steven Taylor,John Davis,Kirby Radford,David Ward,Gregory Case,David Ehrlich,George Adams,Robert Fain,Vincent Gore"
647,"Craig Littleton,Ralph Porter,Jose Vega,Ricky Yates,Charles Gordon,James Edwards,Michael McDaniel,Joseph Goff,Don Oliver,Eric Coyne,Robin Sellers"
647,"Charles Martens,David Sullivan,Edwin Wallace,Rory Noga,Mark Dubose,Todd Gibbons,William Phillips,Vincent Murphy,Matthew Spada,William Nicola,Abel Worley"
648,"Robert Basile,Edwin Brown,Donald Talley,James Gillham,Cody Chipman,Johnathon Bickham,Michael Yang,Jason Urban,Richard Gutierrez,Charles Martin,Gabriel Oliver"
648,"Robert Willoughby,Donald Cintron,William Flanagan,David Rosenbaum,Donald Mullin,Robert Obrien,Matthew Edwards,David Lapierre,Joseph Reed,George Webb,Oscar Depuy"
649,"Douglas King,David Kopec,Julius Skinner,Gerald Nelson,Porter Harris,Jeff Contreras,Robert Shaffer,Elmer Hancock,Tony Graham,Edgar Gunter,Sidney Bell"
649,"Daniel Davila,Danny Harris,David McFall,David Summers,Stephen Muniz,John Messier,William Wilburn,Ricky Johnson,Tony Remley,Charlie Helm,Edward Horton"
650,"Michael Ardito,Jerry Moeller,Glenn Gallegos,Kory Hatton,Henry Houle,Dominique Webb,Irwin Rideout,Anthony Hartwell,Archie Hartley,Gregory Splawn,Daniel Lee"
650,"John Danner,Evan Grant,Jules Fultz,David Mares,Dwight Eakins,Peter Jones,Steven Warren,Juan Jones,John Douglas,David Coats,Shannon Carico"
651,"John Crouch,Brandon Bartlett,Steven Moeller,Toby McKinney,Lewis Hawthorne,Michael Wheeler,Danny Sharp,John McIntyre,Hugh Thomson,Steven Patel,Edward Diaz"
651,"Paul Miller,Micheal Eskridge,Joseph Dykes,Gregory Barnes,Russell Thomas,James Rockwell,Brian Blanchard,Fred Williams,Michael Echols,Jacob Ramirez,Michael Moore"
652,"Lionel Miller,Alfred Edwards,Joseph Bowman,Jacob Winchester,Michael Markham,Gregorio Davis,William Morris,Weldon Pasley,John Jones,Richard Todd,Anthony Lee"
652,"Timothy Hart,James Taylor,David Palmer,Joshua Day,Bradley Manzano,Michael McMahon,Richard Kidd,Aaron Norwood,Christopher Younkin,Michael Morrow,Byron Benson"
653,"Joseph Toscano,Nicholas Houston,Richard Basso,Joshua Diaz,Johnathon Schmidt,William Adams,William Alexander,Dewey White,Walter Carter,James Tompkins,Christopher Fair"
653,"Scott Gonzalez,Hector Pena,Alex Barrett,Charles Hudson,Robert Vasquez,Matthew Reid,Matthew Glowacki,Lance Silvera,Paul Johnson,Robert Pitts,Roland Austin"
654,"Jamey Wagner,Jesus Sharp,Jordan West,Cecil Harris,Ralph Poole,John McKay,Robert Garwood,Doyle McGlynn,Luke Keller,Guillermo Moses,Simon Fetters"
654,"Jeff Kelly,David Marcum,Albert Maestas,Britt Collins,Bryon Pierce,Sheldon Ballard,Cecil Durham,Franklin Trent,Lester Harvey,David Case,Harris Turgeon"
655,"Wallace Archer,William Tate,Keith Greene,Timothy Babich,John Orr,Daniel Kennedy,Sean McCall,Anthony Courtney,William Padgett,Jim Houser,Kenneth Jarosz"
655,"Charles Sanchez,Frank Singleton,John Blake,Roger Rowan,Jerry Cooney,James Duncan,Douglas Lamphear,John Risley,Albert Roark,Raymond Gonzalez,Johnny Gordon"
656,"Emmanuel Cook,Ricardo Chapa,Allen Hernandez,Kenneth Hall,Greg Gibbons,Mark Cook,John Rich,Tyler Jarrett,Timothy Howard,Gary Mitchell,Joshua Bowden"
656,"Ernest Hartman,Brian Steffey,Gil Crider,Bert Lockwood,Robert Smiley,Jerry Gallegos,Benjamin Hedgepeth,Dean Patel,Riley Garner,Luther Jeanlouis,William Masters"
657,"Carl Keller,Thomas Morris,Elmer Wright,Dustin White,Joan McCrary,Richard Young,Mike Knight,Michael Stark,Michael Bright,Johnathan West,Leon George"
657,"Freddie Do,William Weddington,Darrel Behling,Lee Cloutier,Charles Akins,Kieth Smith,Joseph Lee,Travis Jacob,John Clark,Edwin Rivera,Carl Dam"
658,"Jack Brady,Steve Ledesma,Marty Rodriguez,Daniel Callahan,Pasquale Dalton,Michael Arnold,Calvin Dombrowski,David Dugan,Peter Mason,Alejandro Mickle,David Campbell"
658,"Corey Cochran,Michael Johnson,John Albers,Manuel Farrell,Dennis Johnson,Alfredo Mills,Morris Solomon,Garry Oboyle,Bruce Young,Douglas Hastings,Ryan Pettit"
659,"Anthony Jennings,Scott Rosenberg,Frank Smith,Jose McRay,Herb Escobar,Vincent Woodby,Jerry Leduc,Milton Tyler,Darin Pipkin,Joseph Thompson,Raymond Davis"
659,"Fredrick Bell,Kenneth Riley,Steve Waldo,Mark McCulley,Tyler Jarrett,Shane Turner,Mario Acuna,Henry Oldenburg,Mark Cook,Corey Rangel,Jim Barnes"
660,"Carl Keller,Jerome Washington,Elmer Wright,Thomas Morris,Donald Reagan,Fred Westfield,Mike Knight,Joan McCrary,Michael Stark,Johnathan West,Arnold Rodriguez"
660,"Wallace Archer,Robt Mendez,Timothy Babich,Richard Zaragoza,Arthur Sprague,William Padgett,Al Allison,James Barnes,Stuart Allen,Leonard Gaines,Raul Young"
661,"Peter Wyman,Scott Stewart,Steve Ledesma,Peter Hess,David Dugan,Richard Federico,Walter Weber,Charles Elmer,Rafael Krajewski,Peter Mason,Michael Houser"
661,"Robert Jones,Cecil Harris,Omar Thomas,James Sandlin,Adrian Cornejo,Ralph Poole,Luke Keller,Doyle McGlynn,Simon Fetters,Christopher Jimison,Keith Harton"
662,"Jeffrey Johnson,Michael Johnson,John O'Neill,Carlos Walton,John Albers,Morris Solomon,Michael Suhr,Bruce Young,Douglas Hastings,Benjamin Shives,Edward Smith"
662,"Joseph Toscano,Joaquin Lewis,Patrick Tiller,Harry Webb,Daryl Apodaca,Jimmy Jordan,Johnathon Schmidt,William Alexander,Christopher Fair,Paul Dang,George Rodriguez"
663,"Russel Folsom,Darrel Behling,William Weddington,Walter Chapman,Travis Jacob,Dennis Gregory,David Deaton,Kieth Smith,Mario Gray,Charles Lynch,Edwin Rivera"
663,"James Mullen,Jacob Winchester,Michael Markham,Alfred Edwards,Earl Cook,Gregorio Davis,Amos Wilson,Weldon Pasley,William Morris,Elmer Barfield,Anthony Lee"
664,"Ernest Hartman,Gil Crider,Stanley William,Craig Ingram,Bert Lockwood,William Torres,Jerry Gallegos,William Harpe,Sidney Dipalma,William Noell,James Duckett"
664,"John Crouch,Terry Perkins,Lewis Hawthorne,Toby McKinney,John McIntyre,Michael Wheeler,Danny Sharp,Reynaldo Hawkins,Charles Spillman,Terry Hill,Steven Patel"
665,"Charles Bates,Stacey Radabaugh,Roger Rowan,Edward Meraz,Douglas Lamphear,Jerry Cooney,John Risley,William Ward,James Duncan,Donald Birney,Johnny Gordon"
665,"Robert Pitts,Kory Hatton,Henry Houle,Glenn Gallegos,Jerry Moeller,Irwin Rideout,Harry Pope,Robert Jameson,Ronald Stein,Ronald Caudillo,Patrick Tillman"
666,"Patrick Ostlund,Steven Smith,Santiago Harvey,Albert Maestas,Cecil Durham,Sheldon Ballard,Jere Avila,Wayne Bowen,Franklin Trent,Harris Turgeon,David Case"
666,"Stephen Sallee,Porter Harris,David Larson,Greg Cooper,Harold Wilson,Sammie Anderson,Jeff Contreras,Wendell Marcotte,Michael Winters,Sidney Bell,Glen Rhein"
667,"David Bailey,Charles Hudson,John Shields,Walter Mahon,Hector Pena,Matthew Reid,Lance Silvera,Robert Vasquez,Dick Peachey,Robert Pitts,Mike Jones"
667,"Robert Basile,Mike Bumpers,Luis Lewis,Richard Ewalt,James Gillham,Columbus Leblanc,Michael Yang,Lucas Jones,Richard Gutierrez,Gabriel Oliver,Scott Jones"
668,"Everett Stringer,Joshua Day,Bradley Manzano,Lee Stewart,Richard Kidd,Michael McMahon,Willie Westbrook,Jeremy Miller,Joseph Dunn,Christopher Younkin,Michael Morrow"
668,"Steven Moore,Eugene Whitacre,Fred Burley,Jose Vega,Donald Morgan,James Edwards,Charles Gordon,Michael McDaniel,Matthew Morgan,Michael McNeil,Jack Trusty"
669,"Paul Miller,Micheal Eskridge,James Beasley,Russell Thomas,Joseph Dykes,Joseph Brauer,Walter George,George Boudreaux,Brian Blanchard,James Jones,Jacob Ramirez"
669,"Michael Smith,Ted Williams,Rodney Drake,Kevin Hershey,Andrew Berry,Frank McCullough,Chad Gillam,Earl White,Ray Brown,Billy Colon,Paul Lawson"
670,"Rudolph Hayes,Dwayne Searfoss,Hector Perez,Thomas Graves,Jules Fultz,Terry Robinson,John Douglas,Dwight Eakins,David Coats,Shannon Carico,Sam Johnson"
670,"Rick Fernandez,Matthew Cook,David Bryer,Emil Hollins,Randall Wilson,Barry Wagner,Owen Roussel,Douglas Shepherd,Thomas McGowan,Kenneth Schaeffer,James Savage"
671,"John Krueger,Calvin Cox,Ronald Garcia,David Summers,David McFall,Ricky Johnson,Stephen Muniz,George Stein,Edward Horton,Allen Rodriguez,Willie McCorkle"
671,"Wallace McNear,John Miraglia,Jim Thomas,Shawn Carr,Vincent Viera,Charles Walters,David Ehrlich,David Ward,George Adams,Robert Jefferies,Darrell Crump"
672,"Cory Friend,Alan Bacchus,Donald Cintron,Kevin Smith,Floyd Hurt,David Lapierre,Wiley Kim,Joseph Reed,Mark Grandstaff,Michael Bentley,Richard Zuniga"
672,"Robert Pratt,Javier Sano,Adam McWhorter,Darius Williams,Richard Benner,William Phillips,Brian Whitten,Gary Harris,Abel Worley,Robert Marcello,Kevin Stafford"
673,"Frank Greene,Floyd Pope,Adam Johnson,Alfred Edwards,Jeffery Cost,Gregorio Davis,Dominic Moore,William Morris,Henry Tevis,Cecil Myers,Richard Todd"
673,"Anthony Jennings,Robert Compton,William Tseng,Frank Smith,Scott Rosenberg,Dan Fischer,Darin Pipkin,Robert Watson,Mike Smith,Ralph Stine,Raymond Davis"
674,"John Crouch,Toby McKinney,Steven Moeller,Alfred Paradis,Craig Saleem,Danny Sharp,Robert Riccardi,Reynaldo Hawkins,Hugh Thomson,Terry Hill,Edward Diaz"
674,"Joseph Toscano,Joshua Diaz,Patrick Tiller,Nicholas Houston,Harry Webb,Jimmy Jordan,Walter Carter,William Adams,Michael Mason,Christopher Fair,James Tompkins"
675,"Michael Ardito,Robert Locklear,Jerry Moeller,Kory Hatton,Henry Houle,Jesse Geer,Dominique Webb,Harry Pope,Ronald Stein,Archie Hartley,Ronald Benson"
675,"Jamey Wagner,Adrian Cornejo,James Sandlin,Omar Thomas,Jesus Sharp,Luke Keller,Frank Smith,John McKay,Simon Fetters,Keith Harton,Edmund Carver"
676,"Douglas King,Gerald Nelson,Greg Cooper,David Kopec,Porter Harris,Jeff Contreras,Josh Fritz,Wendell Marcotte,Glen Rhein,Gary Puente,Sidney Bell"
676,"Wallace Archer,John Howard,Timothy Babich,Keith Greene,William Tate,Sean McCall,John Hernandez,Daniel Kennedy,Al Allison,Stuart Allen,Kenneth Jarosz"
677,"Daniel Enriquez,Mike Bumpers,Richard Ewalt,James Gillham,Michael Yang,Gary Nichols,Jason Urban,Richard Gutierrez,Johnathon Bickham,Roberto Berry,Scott Jones"
677,"Chad Livingston,Allen Hernandez,Kenneth Riley,Greg Gibbons,Homer Lott,Mark Cook,Tyler Jarrett,Mario Acuna,Henry Oldenburg,Jim Barnes,Corey Rangel"
678,"Seth Fray,Ronnie Jacob,Ralph Porter,Jack Floyd,Eugene Whitacre,Michael McDaniel,Joseph Goff,Charles Gordon,Don Oliver,Robin Sellers,Michael McNeil"
678,"Wayne Nickel,Jerome Washington,Thomas Morris,Joshua Swisher,Fred Westfield,Mike Knight,Joan McCrary,Donald Reagan,Richard Young,Johnathan West,Arnold Rodriguez"
679,"Stanley May,Robert Graves,Christopher Harrison,James Alvarez,Ted Williams,Ray Brown,Earl White,Andrew Berry,Chad Gillam,Billy Colon,Paul Lawson"
679,"Jack Brady,Marty Rodriguez,Pasquale Dalton,Peter Hess,William Kemp,David Dugan,Rafael Krajewski,Richard Federico,Paul Steiner,Kevin Sherman,Alejandro Mickle"
680,"Rick Fernandez,Emil Hollins,Robert Mendez,Matthew Cook,Douglas Shepherd,Owen Roussel,Barry Wagner,Laverne Monaghan,Gary Hewitt,Kenneth Morado,James Savage"
680,"Corey Cochran,Christopher Graves,Michael Johnson,Manuel Farrell,John Albers,Garry Oboyle,Robert Ward,Dennis Johnson,Alfredo Mills,Kenneth Shope,Edward Smith"
681,"Brent Wiley,Steven Taylor,Jim Thomas,Michael Gallardo,Vincent Viera,Charles Walters,Charles Pesce,David Ehrlich,Peter Salas,Robert Fain,Terry Dangelo"
681,"Loren Varner,Darrel Behling,Walter Chapman,John Scott,Lee Cloutier,Joseph Lee,Travis Jacob,John Clark,Dennis Gregory,Fred Williams,Micheal Smith"
682,"Charles Martens,Mark Dubose,Adam McWhorter,Darius Williams,Rory Noga,Gary Harris,Todd Gibbons,Nicholas Caulkins,Kirk Bixler,Robert Marcello,Kevin Stafford"
682,"Russell Pouncy,Gil Crider,Robert Smiley,Craig Ingram,Bert Lockwood,Jerry Gallegos,William Torres,William Harpe,Cody Cawley,William Masters,Omar Pridmore"
683,"Cory Friend,Floyd Hurt,David Rosenbaum,Donald Cintron,Kevin Smith,David Crowley,Wiley Kim,Ted Figueroa,Donald Mullin,Mark Grandstaff,Michael Bentley"
683,"Charles Sanchez,Cameron Scales,John Blake,Stacey Radabaugh,Jerry Cooney,Albert Roark,John Risley,Michael Allmon,William Ward,Raymond Gonzalez,Donald Birney"
684,"Daniel Davila,Roderick Hundley,David Summers,John Hower,Robert Medrano,Stephen Muniz,William Wilburn,William Abbott,George Stein,Herman Wall,Edward Horton"
684,"Kevin Glover,David Marcum,Troy Duquette,Santiago Harvey,Cecil Durham,Jere Avila,Michael Dew,Sheldon Ballard,Lionel Weidman,David Case,Larry Cotter"
685,"John Danner,Dwayne Searfoss,Thomas Graves,Albert Moss,Hector Perez,Steven Warren,Juan Jones,Darrell Vargas,Leslie Lindsay,Shannon Carico,Thurman Finley"
685,"Carl Crawford,Walter Mahon,Charles Hudson,Hector Pena,Rodney Brooks,Lance Silvera,Matthew Glowacki,Robert Vasquez,Matthew Reid,Robert Pitts,Roland Austin"
686,"Sidney Salley,Fred Pinkerton,Ricardo Miller,Micheal Eskridge,Ronald Maas,Fred Williams,Walter George,George Boudreaux,James Rockwell,Willie Cady,Michael Echols"
686,"Christian Wheeler,Douglas Logan,David Palmer,Lee Stewart,James Taylor,Michael McMahon,Richard Kidd,Willie Westbrook,Jeremy Miller,Robert Myles,Michael Morrow"
687,"Robert Willoughby,Henry Oakley,Robert Mitchell,Donald Cintron,Matthew Edwards,David Lapierre,Ted Figueroa,Wiley Kim,David Crowley,Michael Bentley,Oscar Depuy"
687,"Anthony Jennings,Antonio Carver,Scott Rosenberg,Jason Kearns,Carl Sterling,Darin Pipkin,Vincent Woodby,Matthew Cabezas,Robert Watson,Joseph Thompson,Bruce Roberts"
688,"Donald Watkins,Robert Medrano,Roderick Hundley,John Hower,Kenneth Puckett,John Messier,George Stein,William Abbott,Tony Remley,Edward Horton,Herman Wall"
688,"Karl Hollingsworth,Darius Williams,Richard Benner,Mark Dubose,David Sullivan,Todd Gibbons,William Phillips,Vincent Murphy,Abel Worley,Timothy Latham,William Nicola"
689,"John Danner,Jules Fultz,Hector Perez,Thomas Graves,Evan Grant,Leslie Lindsay,Peter Jones,Juan Jones,Darrell Vargas,Ralph Smith,Sam Johnson"
689,"Brent Wiley,John Davis,Michael Gallardo,Shawn Carr,Kirby Radford,Byron Riddick,David Ward,Charles Pesce,David Ehrlich,Darrell Crump,Terry Dangelo"
690,"Paul Miller,Russell Thomas,Ronald Maas,Joseph Dykes,Fred Pinkerton,Frederick Walker,George Boudreaux,Fred Williams,Brian Blanchard,Alex Trevino,Michael Echols"
690,"Rick Fernandez,David Bryer,Robert Mendez,Matthew Cook,Hilario Lentz,Jonah Ruffin,Gary Hewitt,Owen Roussel,Douglas Shepherd,Kenneth Morado,Jay Hernandez"
691,"Timothy Hart,John James,Joshua Day,James Taylor,Lee Stewart,Joseph Dunn,Jeremy Miller,Michael McMahon,Richard Messina,Michael Hubbard,Robert Myles"
691,"Humberto Sherrard,Robert Graves,Rodney Drake,Ted Williams,John Russell,William Griffith,Charles Harris,Frank McCullough,Paul Lawson,Billy Colon,David Phillips"
692,"Carl Crawford,Charles Hudson,Charles Lynn,Edmond Threlkeld,John Shields,Jean Holm,Matthew Reid,Lance Silvera,Paul Johnson,Dick Peachey,Roland Austin"
692,"Steven Moore,Walker Wyatt,Fred Burley,Jose Vega,Ronnie Jacob,Donald Morgan,Michael McDaniel,Charles Gordon,James Edwards,Robin Sellers,Robert Schaub"
693,"Jeff Kelly,Britt Collins,Greg Chang,Albert Maestas,Cecil Durham,Jere Avila,Franklin Trent,Don Perry,Lionel Weidman,David Case,Harris Turgeon"
693,"Robert Basile,Cody Chipman,Philip Maldonado,Mike Bumpers,Edwin Brown,Lucas Jones,Philip Maupin,Gary Nichols,Scott Jones,Gary Owens,Roberto Berry"
694,"Charles Bates,Stacey Radabaugh,Roger Rowan,Frank Singleton,Jerry Cooney,William Wilson,William Ward,Michael Allmon,John Risley,Raymond Gonzalez,Santos Darnell"
694,"Stephen Sallee,Julius Skinner,David Larson,David Kopec,Wendell Marcotte,Sammie Anderson,Robert Shaffer,Jeff Contreras,Elmer Hancock,Glen Rhein,Sidney Bell"
695,"Russell Pouncy,Craig Ingram,Robert Smiley,Robert Samson,Sidney Dipalma,William Harpe,Cedric Penn,Cody Cawley,William Torres,William Masters,Luther Jeanlouis"
695,"Robert Pitts,Kory Hatton,Daniel Phillips,Henry Houle,Irwin Rideout,Ronald Stein,Harry Pope,Robert Jameson,Anthony Hartwell,Ronald Caudillo,Ronald Benson"
696,"Loren Varner,James Warren,John Scott,Walter Chapman,Matthew Warren,Dennis Gregory,John Clark,Charles Akins,Travis Jacob,Gary Li,Edwin Rivera"
696,"Ernest Carlson,Toby McKinney,Alfred Paradis,Glenn Stewart,Lewis Hawthorne,Michael Wheeler,Charles Spillman,Fletcher Yoder,Ricardo Williams,Edward Diaz,Isidro Swanson"
697,"Corey Cochran,Carlos Walton,John O'Neill,Christopher Graves,Manuel Farrell,Robert Ward,Alfredo Mills,Miguel Jones,Bruce Young,Edward Smith,Douglas Hastings"
697,"Lionel Miller,Max Williams,Floyd Pope,Adam Johnson,Alfred Edwards,Weldon Pasley,Gregorio Davis,Dominic Moore,Anthony Lee,Elmer Barfield,John Jones"
698,"Peter Wyman,Pasquale Dalton,William Kemp,Steve Ledesma,Charles Elmer,Calvin Dombrowski,David Dugan,Paul Steiner,Michael Arnold,Kevin Sherman,David Campbell"
698,"Joseph Toscano,Daryl Apodaca,Harry Webb,Richard Basso,Thomas Mace,Jimmy Jordan,Walter Carter,William Alexander,Dewey White,Steve Brown,Michael Mason"
699,"Trent Schultz,Clayton Faust,Thomas Morris,Elmer Wright,Mike Knight,Michael Stark,Donald Reagan,Edward Harper,Richard Young,Anthony Mayville,Milton Coleman"
699,"Thomas Jack,Jesus Sharp,Adrian Cornejo,James Sandlin,Arthur Barron,Patrick Ruiz,John McKay,Frank Smith,Robert Garwood,Edmund Carver,Guillermo Moses"
700,"Chad Livingston,Greg Gibbons,Steve Waldo,Kenneth Riley,Ricardo Chapa,Homer Lott,Mario Acuna,Shane Turner,Tyler Jarrett,Timothy Howard,Joshua Bowden"
700,"Larry Rickman,Roy Bush,Richard Zaragoza,Keith Greene,John Hernandez,Anthony Courtney,Sean McCall,James Barnes,William Padgett,Jim Houser,Leonard Gaines"
701,"Loren Varner,Lee Cloutier,Matthew Warren,Edward Brown,James Warren,David Deaton,Charles Akins,Travis Jacob,Dennis Gregory,Gary Li,Edwin Rivera"
701,"Jeffrey Maxwell,Carl Sterling,Frank Smith,Jose McRay,Scott Rosenberg,Matthew Cabezas,Jerry Leduc,Robert Watson,Darin Pipkin,David Hartman,Ralph Stine"
702,"Jeffrey Johnson,Michael Johnson,Kenneth Wheatley,Carlos Walton,John O'Neill,Miguel Jones,Garry Oboyle,Bruce Young,Benjamin Shives,Douglas Hastings,Edward Smith"
702,"Ernest Hartman,Robert Smiley,Gil Crider,Ned Smith,Cody Cawley,Cedric Penn,Sidney Dipalma,Benjamin Hedgepeth,William Harpe,Luther Jeanlouis,Omar Pridmore"
703,"Peter Wyman,Pasquale Dalton,Peter Hess,Scott Stewart,Walter Weber,Calvin Dombrowski,David Dugan,Richard Federico,Michael Arnold,Alejandro Mickle,Michael Houser"
703,"Russel Wells,Roger Rowan,Milton McManus,Frank Singleton,William Kelly,John Risley,James Duncan,William Ward,Albert Roark,Donald Birney,Santos Darnell"
704,"Carl Keller,Thomas Morris,Clayton Faust,Brandon Murray,Robert Petersen,Michael Bright,Edward Harper,Fred Westfield,Mike Knight,Anthony Mayville,Johnathan West"
704,"Patrick Ostlund,Troy Duquette,Bryon Pierce,Britt Collins,Greg Chang,Franklin Trent,Michael Dew,Don Perry,Cecil Durham,Harris Turgeon,Manuel Poteat"
705,"Emmanuel Cook,Greg Gibbons,Kenneth Riley,Kenneth Hall,Homer Lott,Mark Cook,Henry Oldenburg,Tyler Jarrett,John Rich,Timothy Howard,Jim Barnes"
705,"David Bailey,Howard Harris,Charles Lynn,Walter Mahon,Matthew Glowacki,Robert Vasquez,Matthew Reid,Jean Holm,Paul Johnson,Robert Pitts,Wesley Poland"
706,"Cornell Bartels,John Howard,Roy Bush,Timothy Babich,Keith Greene,Al Allison,John Hernandez,James Barnes,Daniel Kennedy,Leonard Gaines,Stuart Allen"
706,"Christian Wheeler,Joshua Day,Bradley Manzano,David Palmer,Douglas Logan,Joseph Dunn,Willie Westbrook,Michael McMahon,Jeremy Miller,Thomas McChristian,Byron Benson"
707,"Robert Jones,Adrian Cornejo,Jordan West,Arthur Barron,Omar Thomas,Robert Garwood,John McKay,Frank Smith,Ralph Poole,Simon Fetters,Guillermo Moses"
707,"Ronnie Tran,James Beasley,Gregory Barnes,Micheal Eskridge,Fred Pinkerton,Walter George,Fred Williams,Michael Lymon,Joseph Brauer,Jacob Ramirez,Willie Cady"
